gift_id,donor_id,first_name,last_name,email,phone,constituent_type,class_year,capacity_tier,city,state,gift_date,gift_amount,fund_designation
G200510,CA100241,John,Kaufman,john.kaufman585@gmail.com,665.557.7908x27231,Parent,,Low,East Eric,PA,03/05/2024,181.59,Capital Campaign
G200511,CA100325,Patrick,Gardner,patrick.gardner181@hotmail.com,(672)438-6562,Alumni,2015,High,North Charles,AK,2025-06-26,2887.69,Capital Campaign
G200512,CA100433,Pamela,Alvarez,pamela.alvarez188@yahoo.com,958-869-8864,Friend,,Medium,Barkerfort,VA,2026-06-02,190.37,Athletics
G200513,CA101386,Brianna,Thomas,brianna.thomas686_at_gmail.com,(563)438-2222x4005,Alumni,2010,Low,Lake Gregory,MN,2025-10-12,117.59,Capital Campaign
G200514,CA101091,Jose,Thomas,jose.thomas176@gmail.com,,Parent,,Low,East Stephanie,PW,2023-06-18,107.29,Capital Campaign
G200515,CA100438,Anita,Lee,,+1-390-498-3780,Parent,,Low,West Kristinbury,MP,01-Jul-2025,128.79,Annual Fund
G200516,CA101422,Nathan,Armstrong,nathan.armstrong932@hotmail.com,001-408-842-9069x69045,Faculty/Staff,,Low,South Carlton,MS,2025-08-21,139.19,Endowment
G200517,CA100276,Amanda,Rodriguez,amanda.rodriguez727_at_yahoo.com,458.657.3065,Parent,,Low,South Jasmineside,LA,2025-07-08,176.53,Athletics
G200518,CA100534,Brittany,Smith,brittany.smith328@hotmail.com,288.544.3448x123,Parent,,Medium,Benjaminberg,FM,2024-11-22,330.27,Scholarship Fund
G200519,CA101431,Veronica,Smith,veronicasmith301@gmailcom,,Friend,,High,Port Michael,AZ,2022-11-24,4185.68,Endowment
G200520,CA100659,Joshua,HOOVER,joshua.hoover134@yahoo.com,001-345-496-4883,Alumni,2007,Low,Lake Javierburgh,KS,2024-05-22,81.02,Annual Fund
G200521,CA101414,Adam,Schmitt,adam.schmitt394@yahoo.com,(589)304-1728x20762,Alumni,2008,Low,West Mollyburgh,DC,2026-01-25,49.67,Annual Fund
G200522,CA101649,Carlos,Pittman,carlos.pittman997@yahoo.com,,Friend,,Low,Dustinhaven,NM,2026-09-10,94.94,Annual Fund
G200523,CA100640,Mary,Fischer,mary.fischer933@gmail.com,+1-808-983-0705x349,Friend,,Medium,Port Shawn,PW,"February 12, 2026",350.48,Athletics
G200524,CA101664,Matthew,Ross,matthew.ross352@hotmail.com,+1-426-972-8007,Organization,,Medium,Port Aaron,SC,2024-02-09,135.37,Annual Fund
G200525,CA100591,Tracy,Bell,tracy.bell469@hotmail.com,,Friend,,Low,Elizabethview,MN,15-Feb-2025,90.53,Capital Campaign
G200526,CA100100,Rachel,Morgan,rachel.morgan849@hotmail.com,2019094396,Parent,,Low,Dawnport,NJ,2024-07-10,64.5,Athletics
G200527,CA101153,Robert,Day,robert.day833@gmail.com,6136651034,Alumni,2009,High,Davidton,MO,2025-05-13,1378.38,Athletics
G200528,CA100635,Troy,Keith,troy.keith144@gmail.com,(370)421-6487,Alumni,2020,Low,Port Ryanburgh,CA,2026-01-01,80.51,Capital Campaign
G200529,CA101753,Michael,Roberts,michael.roberts930@yahoo.com,(939)720-1029,Alumni,1998,High,Adamsmouth,TX,2022-08-04,3842.94,Endowment
G200530,CA101076,Michelle,Osborne,michelle.osborne894@yahoo.com,001-594-875-7694x535,Friend,,High,Anneview,MO,2024-09-10,2224.8,Unrestricted
G200531,CA101083,Crystal,Howard,crystal.howard122@gmail.com,481.405.5800x027,Alumni,2011,High,West Jacobmouth,TN,2026-02-08,4393.54,Capital Campaign
G200532,CA101056,Eileen,Hudson,eileen.hudson120@yahoo.com,295-530-0677x6255,Alumni,2020,Low,Lake Michael,AL,2026-02-16,35.45,Athletics
G200533,CA100289,Katherine,Farrell,katherine.farrell980@gmail.com,001-703-592-4051x4770,Alumni,1999,Medium,East Amy,WV,2023-06-15,686.33,Endowment
G200534,CA100834,Andrea,Long,andrea.long590@gmail.com,847.578.9489,Alumni,1976,Low,Brentchester,SC,28-Nov-2023,151.42,Annual Fund
G200535,CA101293,Lisa,Faulkner,lisa.faulkner32@hotmail.com,(420)842-9862,Alumni,1998,High,North Patrick,MO,2024-02-16,2428.63,Annual Fund
G200536,CA101476,Jesse,Lutz,jesse.lutz661@hotmail.com,(401)567-6718x776,Alumni,2000,Low,Mcintoshchester,ND,"February 22, 2024",113.11,Endowment
G200537,CA100772,Lauren,Hernandez,lauren.hernandez27@yahoo.com,232.275.9980x111,Alumni,1985,Principal,West Melissamouth,MH,2025-05-16,10206.62,Unrestricted
G200538,CA101581,Phyllis,Sutton,phyllis.sutton796@hotmail.com,892-489-7487x41148,Alumni,1995,Low,Wallaceville,MP,2026-05-29,69.14,Scholarship Fund
G200539,CA101485,Dawn,Hill,dawn.hill321@yahoo.com,+1-795-567-4068x73544,Alumni,2016,High,Markland,KY,2022-11-04,8620.36,Athletics
G200540,CA100117,David,Parker,david.parker572@yahoo.com,+1-784-814-5933x27279,Friend,,Medium,Toddborough,WV,2024-06-27,273.73,Unrestricted
G200541,CA101451,Barbara,Johnson,barbara.johnson576@hotmail.com,(789)667-1360,Friend,,Principal,Pamelaberg,AK,03/11/2023,32324.8,Unrestricted
G200542,CA100187,Ashley,Larsen,ashley.larsen503@gmail.com,3502614973,Parent,,Low,East Danielle,CO,2024-10-07,103.54,Scholarship Fund
G200543,CA100071,Jennifer,Frank,jennifer.frank975@hotmail.com,+1-910-822-9014x767,Parent,,High,Jasonhaven,DE,2024-05-01,10869.41,Annual Fund
G200544,CA100833,Kelly,Wright,kelly.wright515@hotmail.com,+1-452-675-3674x9785,Alumni,2003,Low,West Davidfurt,GU,18-Jul-2022,211.73,Scholarship Fund
G200545,CA101660,Kimberly,Ellis,kimberly.ellis865@gmail.com,904-320-5986x85697,Alumni,2015,Low,Jamesborough,UT,2025-11-05,117.82,Annual Fund
G200546,CA100967,Stephanie,Browning,stephanie.browning979_at_gmail.com,001-562-416-5914x3882,Friend,,Low,Denisebury,WY,2025-11-02,113.69,Endowment
G200547,CA101271,Tyler,Robinson,tyler.robinson909@yahoo.com,(753)586-9479x02548,Friend,,Medium,Wilkinsonberg,MT,2024-06-08,547.2,Annual Fund
G200548,CA101655,Bradley,Moon,bradley.moon725@yahoo.com,,Friend,,Medium,East Johnberg,MD,2024-02-08,178.0,Athletics
G200549,CA100977,Derek,Cooper,derek.cooper284@hotmail.com,,Alumni,2012,Low,Randolphborough,RI,2024-10-12,78.39,Endowment
G200550,CA101232,  Brandon ,Powers,brandon.powers426@hotmail.com,923.960.2446x546,Alumni,1987,Principal,North Michael,NV,2024-05-17,36631.71,Annual Fund
G200551,CA101424,Donald,Robinson,donald.robinson947@gmail.com,943.476.9929x64447,Friend,,Low,Leahtown,ND,2025-07-02,197.09,Endowment
G200552,CA100043,Michele,Jones,michele.jones76@gmail.com,493-661-8324x210,Alumni,1969,Low,Scottmouth,UT,2024-09-17,129.02,Endowment
G200553,CA100238,Desiree,Hernandez,desiree.hernandez170@yahoo.com,794.227.8816,Parent,,Low,Port Tamara,RI,09/25/2022,130.12,Annual Fund
G200554,CA100799,William,Roberts,william.roberts708@gmail.com,,Alumni,1976,Low,Pierceton,ID,2022-08-25,72.01,Endowment
G200555,CA101526,Kendra,King,,,Alumni,2010,Medium,West Peterton,PA,2022-10-15,583.61,Unrestricted
G200556,CA100222,Linda,Taylor,linda.taylor661@hotmail.com,001-484-485-8333x945,Parent,,Low,Jenniferstad,OH,2025-08-23,82.92,Scholarship Fund
G200557,CA101702,Patrick,Little,patrick.little87@hotmail.com,001-530-723-6416x936,Faculty/Staff,,Medium,South Melaniechester,KY,2023-11-08,152.74,
G200558,CA100916,Dennis,Schneider,,8603119875,Alumni,2012,Medium,Yuchester,WI,2026-03-28,625.65,Endowment
G200559,CA100094,Devin,Richardson,devin.richardson766@yahoo.com,+1-943-510-2786x8144,Alumni,2015,Principal,Heatherfort,ID,2023-03-12,11920.57,Endowment
G200560,CA100036,Nicole,Sanchez,nicole.sanchez678@yahoo.com,001-596-750-7527,Alumni,1994,Medium,Matthewview,OH,30-Aug-2025,452.24,Annual Fund
G200561,CA100372,Amanda,BELL,amanda.bell577@gmail.com,3285457652,Parent,,Low,New Jeffrey,ID,2024-10-03,85.28,Endowment
G200562,CA100861,Madison,Henry,madison.henry860@yahoo.com,001-949-681-9421,Friend,,Low,Lake Kimberly,NY,2026-03-07,153.74,Unrestricted
G200563,CA101527,John,Jacobson,john.jacobson747@yahoo.com,+1-968-459-0964x598,Alumni,2007,High,Robinton,OH,2025-01-20,7027.64,Unrestricted
G200564,CA100749,Sophia,Thomas,,+1-495-509-0591x19186,Alumni,1997,Medium,New Kim,HI,2023-04-27,505.05,Annual Fund
G200565,CA100634,Kristie,Hall,kristie.hall649@gmail.com,+1-736-392-9445,Alumni,2024,High,South Robertberg,OK,2023-06-24,4454.73,Annual Fund
G200566,CA101678,Kevin,Smith,kevin.smith827@gmail.com,982-348-8631x373,Alumni,1995,High,Michaelbury,CA,2024-11-27,654.92,Unrestricted
G200567,CA101274,Alexandra,Hill,alexandrahill787@yahoocom,8669187564,Alumni,2011,Low,Lake Natalie,WV,2024-11-02,86.62,Annual Fund
G200568,CA100442,Lucas,Tran,lucas.tran670@gmail.com,806.930.4891x3824,Alumni,2007,Medium,Port Cynthiaborough,WY,2026-04-03,652.76,Athletics
G200569,CA101065,Derek,Dougherty,derek.dougherty655@gmail.com,714-547-4328x116,Alumni,,Medium,Lake Davidtown,DC,07-Jul-2022,2023.95,Capital Campaign
G200570,CA100291,Paul,Nelson,paul.nelson209@hotmail.com,(310)446-3681x579,Friend,,Medium,New Tammy,OH,2022-08-31,1047.96,Scholarship Fund
G200571,CA101115,Karen,Blair,karen.blair358@gmail.com,232.482.9302,Faculty/Staff,,High,Richardville,IL,2025-08-01,4335.91,Capital Campaign
G200572,CA101698,Lisa,Coleman,lisa.coleman937@yahoo.com,397-438-4498,Faculty/Staff,,High,Port Jerryton,TX,2023-01-18,1371.21,Endowment
G200573,CA101653,Megan,Hernandez,megan.hernandez267@yahoo.com,,Friend,,Low,Andrewshire,ND,2023-03-04,95.3,Scholarship Fund
G200574,CA100305,Mary,EVANS,mary.evans726@gmail.com,4169224999,Alumni,1989,High,Sarahland,WI,2025-05-08,646.06,Annual Fund
G200575,CA100336,Jeffrey,Campbell,jeffrey.campbell225@gmail.com,3093109391,Alumni,2011,Medium,South Diana,MH,2025-05-18,392.05,Capital Campaign
G200576,CA100112,John,Williams,john.williams233@hotmail.com,230.416.5712,Organization,,Medium,Delgadofort,NJ,2023-07-31,348.79,Athletics
G200577,CA100052,Casey,Welch,casey.welch921@yahoo.com,216.711.7240,Alumni,2016,Low,West Michaelchester,FL,2024-02-21,95.73,Annual Fund
G200578,CA100928,David,Gallagher,david.gallagher473@gmail.com,+1-572-434-8389x3595,Parent,,Low,Port Loriport,GU,2023-08-06,81.77,Capital Campaign
G200579,CA100103,Mark,Lane,mark.lane584@yahoo.com,327.887.7470,Friend,,Medium,Levyborough,OR,2022-08-04,546.58,Capital Campaign
G200580,CA100332,Sean,MORTON,sean.morton144@yahoo.com,001-837-828-0512x927,Friend,,Medium,Lake Scott,SC,2023-04-07,639.1,Unrestricted
G200581,CA101007,Collin,Miller,collin.miller543@yahoo.com,(581)835-9266x48698,Alumni,2002,High,Collinshaven,MS,2022-10-06,14084.36,Unrestricted
G200582,CA101575,Patrick,Weeks,patrick.weeks956@yahoo.com,001-247-519-9038,Friend,,Low,Davidview,PR,2023-03-29,56.06,Athletics
G200583,CA100414,Cody,Guerrero,cody.guerrero809@hotmail.com,254-391-8017x226,Parent,,Principal,Mcdowellport,MD,"July 22, 2022",11165.37,Scholarship Fund
G200584,CA100334,Jose,Moreno,jose.moreno122@yahoo.com,7478658018,Alumni,1996,Low,Matthewview,AS,2026-04-02,119.32,Capital Campaign
G200585,CA100706,Richard,Nelson,richard.nelson692@hotmail.com,(558)778-4448,Faculty/Staff,,Low,Ericahaven,ME,"March 29, 2026",78.93,Athletics
G200586,CA100345,Linda,Simmons,linda.simmons718_at_hotmail.com,,Organization,,Low,Nguyenshire,ND,"September 18, 2024",142.87,Annual Fund
G200587,CA100564,Ross,Thompson,ross.thompson454@hotmail.com,(386)364-6491,Alumni,2016,Medium,Lake Allenchester,CT,2026-04-27,319.28,Annual Fund
G200588,CA100290,Jonathan,Webb,jonathanwebb465@hotmailcom,(606)598-0420,Organization,,Low,Briantown,CA,2022-12-01,89.96,Scholarship Fund
G200589,CA101680,Brenda,Martinez,brenda.martinez282@yahoo.com,693-996-0610,Alumni,2004,High,Port Walterville,MP,2023-08-01,5535.27,Capital Campaign
G200590,CA101504,Brooke,Montgomery,brooke.montgomery968@hotmail.com,453-204-4500,Parent,,Medium,Port Debbie,WA,"October 18, 2023",567.96,Unrestricted
G200591,CA101055,Shelia,Smith,shelia.smith929@gmail.com,(996)680-1867x7403,Parent,,High,Lake Pamela,IL,2022-08-29,882.59,Unrestricted
G200592,CA100046,Elaine,Morales,elaine.morales138@hotmail.com,2719545168,Alumni,1997,Low,Brownhaven,MN,2026-01-24,88.17,Endowment
G200593,CA100979,Craig,Mitchell,craig.mitchell661@hotmail.com,+1-268-525-0952x29462,Alumni,2014,Low,Virginiastad,VA,2023-10-27,119.98,Unrestricted
G200594,CA101622,Philip,Ibarra,philip.ibarra118@yahoo.com,556-657-2897x2269,Alumni,2014,High,Josephtown,WV,2023-06-16,2505.59,Endowment
G200595,CA100176,Randall,Johnson,randall.johnson372@hotmail.com,(625)932-4472x09993,Parent,,Low,Andradefort,AR,2026-02-23,81.78,Scholarship Fund
G200596,CA100670,  Joshua ,Cunningham,joshua.cunningham792@yahoo.com,334.932.4474,Organization,,Principal,Bethstad,WI,2023-10-25,43024.12,Unrestricted
G200597,CA101777,Molly,Stevens,molly.stevens206@hotmail.com,(456)490-4484x6733,Organization,,Low,Lake Frankside,PA,2026-08-03,77.47,Unrestricted
G200598,CA101467,Michael,Armstrong,michael.armstrong767@gmail.com,+1-747-959-7833x54883,Alumni,2016,Low,New Jacobport,OK,2023-03-24,125.62,Unrestricted
G200599,CA101048,Jamie,White,jamie.white187@gmail.com,+1-508-355-1074x091,Organization,,Medium,North Stevenhaven,MS,2024-06-10,427.95,Unrestricted
G200600,CA101538,Ashley,Roman,ashley.roman43@hotmail.com,(545)235-9176x50471,Alumni,1999,Low,Port Brittanyshire,MA,2025-07-19,83.25,Capital Campaign
G200601,CA101344,Brent,Daniels,brent.daniels911@hotmail.com,(761)766-2016,Alumni,2008,Low,Jessicahaven,MT,2025-12-09,84.23,Endowment
G200602,CA101250,Justin,Hogan,justin.hogan682@hotmail.com,5365988843,Organization,,High,East Kelly,IA,2025-12-29,3174.22,Capital Campaign
G200603,CA100315,Susan,Castro,susan.castro305@gmail.com,585.485.4249,Faculty/Staff,,Low,West Christinamouth,ND,2023-08-06,125.48,Endowment
G200604,CA100651,Joseph,Douglas,joseph.douglas294@yahoo.com,(846)213-6847x4883,Organization,,Low,Lunastad,WV,2024-07-25,132.64,Athletics
G200605,CA101777,Molly,Stevens,molly.stevens206@hotmail.com,(456)490-4484x6733,Organization,,Low,Lake Frankside,PA,09/08/2025,68.83,Endowment
G200606,CA101109,Matthew,Mcbride,matthew.mcbride19@gmail.com,001-520-230-0449x64612,Alumni,1990,Low,East Phyllisstad,CT,2024-01-01,30.07,Unrestricted
G200607,CA100722,Cameron,BAUTISTA,cameron.bautista8@hotmail.com,231-467-0450x2329,Parent,,Low,East Heather,WV,2023-11-18,185.04,Scholarship Fund
G200608,CA101734,Tony,Carter,tony.carter331@hotmail.com,309-935-5557x02006,Parent,,Low,Charleschester,ME,2023-08-03,65.03,Unrestricted
G200609,CA100336,Jeffrey,Campbell,jeffrey.campbell225@gmail.com,3093109391,Alumni,2011,Medium,South Diana,MH,2023-07-18,184.83,Athletics
G200610,CA100364,Logan,Cooper,logan.cooper95@yahoo.com,482.284.1067x275,Alumni,1981,Principal,Deborahport,NJ,2025-09-21,86265.01,Unrestricted
G200611,CA100703,  John ,Scott,john.scott494@hotmail.com,(633)372-0948,Friend,,Principal,Lake Mariah,CA,2023-10-01,43781.3,Unrestricted
G200612,CA100756,Jacqueline,Boyd,jacqueline.boyd375@hotmail.com,+1-934-252-7346x6661,Friend,,High,Garciaside,NJ,2025-08-18,2931.03,Unrestricted
G200613,CA101392,Phillip,Cortez,phillip.cortez550@hotmail.com,753.589.6298,Parent,,Low,West James,PW,2024-03-19,70.31,Annual Fund
G200614,CA101688,Marc,Foster,marc.foster832@yahoo.com,600-647-4867x9486,Organization,,High,South Alexanderbury,MO,2025-03-12,10450.23,Scholarship Fund
G200615,CA101443,Blake,Garcia,blake.garcia147@yahoo.com,+1-406-952-6642x67351,Alumni,2011,Medium,West Leslie,MI,12/24/2022,322.41,Scholarship Fund
G200616,CA100601,Kathryn,Holmes,kathryn.holmes23@gmail.com,904-715-9149,Friend,,High,North Joyhaven,WA,2023-02-05,2744.55,Scholarship Fund
G200617,CA101674,Mark,Powell,,(823)902-3405,Alumni,1978,High,Castanedaville,HI,2023-01-16,2089.61,Capital Campaign
G200618,CA100032,Brent,Gray,brent.gray828@gmail.com,755.564.6417x080,Alumni,1985,Low,Port Susanton,WV,2026-05-28,154.03,Annual Fund
G200619,CA100178,Luis,Robinson,luis.robinson218@yahoo.com,5786593213,Alumni,1989,Low,Port Wendybury,OK,2025-12-12,48.57,Annual Fund
G200620,CA101149,Pam,Johnson,pam.johnson216@yahoo.com,(270)466-4890,Alumni,1989,Medium,Amandaview,MI,2023-03-23,195.12,Unrestricted
G200621,CA100713,Kathryn,GREEN,kathryn.green236@hotmail.com,702-715-5732x5737,Faculty/Staff,,Low,Lake Teresa,KS,2025-08-15,41.93,Capital Campaign
G200622,CA101769,Nicole,Reed,nicole.reed349@hotmail.com,486-763-5654x18028,Alumni,2001,Low,North Sharon,PW,"January 07, 2025",144.65,Athletics
G200623,CA101009,Daniel,Wells,daniel.wells702@yahoo.com,+1-603-798-8636x53621,Alumni,2014,Medium,Carolfurt,NM,2026-04-01,622.12,Endowment
G200624,CA100744,Amy,Contreras,amy.contreras270@yahoo.com,2736333732,Alumni,2003,Low,North Meredith,NJ,2025-12-08,130.67,Unrestricted
G200625,CA100243,Emma,Mendoza,emma.mendoza957@hotmail.com,(460)230-2992,Alumni,2005,Low,North Gabriel,HI,2022-07-13,82.08,Annual Fund
G200626,CA101309,Andrew,Clark,,(220)438-5886x4078,Friend,,Low,Morrismouth,CO,2023-10-28,46.63,Annual Fund
G200627,CA100141,  Todd ,Jones,todd.jones520@yahoo.com,279.893.7124,Parent,,Medium,Meaganfurt,AS,2025-06-03,258.77,Endowment
G200628,CA101396,Timothy,SPENCER,timothy.spencer239@hotmail.com,,Organization,,Medium,New Paulafurt,VA,2025-06-09,223.54,Capital Campaign
G200629,CA101004,Andrew,Whitaker,andrew.whitaker792@gmail.com,513-919-3592x3613,Alumni,2007,Low,Klinemouth,HI,2026-07-13,46.88,Endowment
G200630,CA100265,Shelby,Haynes,shelby.haynes329@gmail.com,226.811.1780,Alumni,1989,Principal,North Joseberg,CO,2023-06-09,24869.62,Athletics
G200631,CA101076,Michelle,Osborne,michelle.osborne894@yahoo.com,001-594-875-7694x535,Friend,,High,Anneview,MO,02-Feb-2023,486.08,Scholarship Fund
G200632,CA101242,Andrea,Davis,andrea.davis640@yahoo.com,(364)971-0680,Alumni,1998,Low,Stephensontown,PW,"January 01, 2023",51.36,Capital Campaign
G200633,CA101469,Lance,Ryan,lance.ryan949_at_yahoo.com,001-227-824-0002,Alumni,2007,Low,North Kevinfurt,WY,2025-02-20,96.45,Endowment
G200634,CA101611,Emily,Hughes,emily.hughes817@yahoo.com,+1-256-749-6741x9916,Alumni,2011,Low,New Erin,MS,2023-12-16,59.06,Athletics
G200635,CA100277,Amy,Henry,amy.henry729@hotmail.com,(385)457-4982,Friend,,Medium,Phillipsview,ND,2024-04-27,162.71,Annual Fund
G200636,CA101371,Jessica,Reed,jessica.reed426@hotmail.com,001-858-341-7491,Alumni,1989,High,Smithtown,GA,2023-11-06,4771.26,Capital Campaign
G200637,CA101471,Diana,Robinson,diana.robinson35@hotmail.com,001-530-310-0090x899,Friend,,Medium,Meyertown,AS,2022-11-07,375.85,Scholarship Fund
G200638,CA101491,Robert,Rogers,robert.rogers578@yahoo.com,350-620-4502,Alumni,1998,Low,West Jeremy,CA,17-Jul-2023,51.58,Annual Fund
G200639,CA101180,Robert,Peck,robert.peck366@hotmail.com,744-547-1893,Organization,,Medium,New Robertton,MT,2023-01-23,244.59,Athletics
G200640,CA101311,James,Young,james.young342@hotmail.com,(923)203-9744x08806,Friend,,Medium,Riddleton,PA,2023-06-07,256.39,Athletics
G200641,CA101182,Kaitlyn,Chavez,kaitlyn.chavez913@yahoo.com,,Alumni,2004,Medium,South Josephborough,AK,2024-03-22,894.45,Annual Fund
G200642,CA101509,Steven,Dixon,steven.dixon624_at_hotmail.com,276-972-0005x2141,Friend,,High,South Dannybury,KY,2024-09-13,5309.45,Annual Fund
G200643,CA100519,Abigail,Higgins,abigail.higgins836@gmail.com,314-665-1113x1290,Alumni,1998,Low,Stokestown,NE,2026-07-05,371.94,Scholarship Fund
G200644,CA101736,Kristi,Cameron,kristi.cameron448@yahoo.com,2767122283,Alumni,2009,Low,Phillipschester,OH,06/23/2023,156.21,Scholarship Fund
G200645,CA101220,Kenneth,Zuniga,kenneth.zuniga135@gmail.com,317.819.7860,Alumni,1988,High,Port Vanessa,MI,2023-02-16,2751.92,Endowment
G200646,CA101186,Carl,Brown,carl.brown609@hotmail.com,994.619.3245x3810,Alumni,2006,Medium,Lake Sandraberg,WV,2026-04-13,412.58,Annual Fund
G200647,CA101493,Steven,Baker,steven.baker545@hotmail.com,(762)651-0857x38385,Faculty/Staff,,Medium,Stephanieview,SC,2023-12-26,428.26,Capital Campaign
G200648,CA100953,James,Fuller,james.fuller588@gmail.com,+1-589-611-7972x03859,Parent,,Low,North Maryborough,MO,2024-06-15,92.98,Endowment
G200649,CA100762,Amanda,Jackson,amanda.jackson645@hotmail.com,364-984-4941x163,Faculty/Staff,,High,East April,AZ,2025-06-30,4075.37,Annual Fund
G200650,CA101618,Sarah,Reyes,sarah.reyes159@yahoo.com,564-983-8953,Parent,,Low,Hansenville,WV,2024-09-02,63.17,Unrestricted
G200651,CA100224,Natalie,Henderson,natalie.henderson931@gmail.com,610.562.0034x24420,Parent,,Principal,West Lisaville,RI,2023-09-04,33402.87,Unrestricted
G200652,CA100046,Elaine,Morales,elaine.morales138@hotmail.com,2719545168,Alumni,1997,Low,Brownhaven,MN,08/03/2026,175.92,Endowment
G200653,CA100620,Lee,Morrison,lee.morrison943@gmail.com,,Parent,,Principal,Davidfurt,NJ,2025-05-13,20500.03,Unrestricted
G200654,CA101180,Robert,Peck,robert.peck366@hotmail.com,744-547-1893,Organization,,Medium,New Robertton,MT,28-Oct-2025,342.42,Unrestricted
G200655,CA100099,Michael,Everett,michael.everett431@yahoo.com,343-484-2498,Alumni,,High,East Donna,VA,2023-05-19,5413.83,Endowment
G200656,CA100839,Ricky,Wallace,ricky.wallace688@gmail.com,001-269-960-8437x6855,Alumni,1981,Low,Masseyborough,MN,2025-11-22,82.73,Endowment
G200657,CA100824,Nathan,Dixon,,,Alumni,1994,Principal,New Elizabethshire,NC,2024-12-13,15719.19,Scholarship Fund
G200658,CA100438,Anita,Lee,,+1-390-498-3780,Parent,,Low,West Kristinbury,MP,2026-03-14,82.37,Endowment
G200659,CA101590,Kaitlyn,SMITH,kaitlyn.smith346@hotmail.com,+1-907-751-9919x817,Alumni,2011,High,Caseyshire,TX,2023-06-26,3070.65,Athletics
G200660,CA100808,Joseph,Wiggins,joseph.wiggins878@gmail.com,,Alumni,,Medium,Patrickton,VI,18-Jul-2022,468.78,Athletics
G200661,CA100587,Tristan,Hamilton,tristan.hamilton431@hotmail.com,5313310094,Parent,,Medium,West Jeremyfurt,MO,2023-08-01,354.14,Athletics
G200662,CA100779,Nicholas,Richardson,nicholas.richardson92@hotmail.com,(765)325-4837x44171,Faculty/Staff,,Medium,Port Davidville,IA,09/13/2023,831.04,Unrestricted
G200663,CA101422,Nathan,Armstrong,nathan.armstrong932@hotmail.com,001-408-842-9069x69045,Faculty/Staff,,Low,South Carlton,MS,"October 12, 2023",135.04,Annual Fund
G200664,CA100735,  Courtney ,Ruiz,courtney.ruiz601@hotmail.com,641.389.7215x406,Alumni,2009,Low,Simmonsburgh,FM,"March 24, 2023",98.75,Annual Fund
G200665,CA101520,James,Davis,james.davis905@hotmail.com,,Alumni,,Low,Zavalastad,MP,2023-10-16,81.11,Athletics
G200666,CA100125,Ivan,Medina,ivan.medina413@gmail.com,,Friend,,Low,West Meredith,FL,19-Nov-2024,75.55,Annual Fund
G200667,CA101761,Autumn,Kane,autumn.kane682@yahoo.com,+1-619-921-4749,Friend,,Low,Paulport,HI,2024-06-01,52.67,Scholarship Fund
G200668,CA101314,Jacob,Wilson,jacob.wilson802@hotmail.com,+1-960-947-2205x3970,Faculty/Staff,,Low,Michaelview,LA,2025-08-29,26.14,Endowment
G200669,CA101611,Emily,Hughes,emily.hughes817@yahoo.com,+1-256-749-6741x9916,Alumni,2011,Low,New Erin,MS,2026-04-17,75.5,Athletics
G200670,CA100353,Kathleen,ROBINSON,kathleen.robinson630@yahoo.com,+1-929-929-8316x873,Alumni,2021,Low,Alexischester,WA,"April 07, 2023",150.01,Athletics
G200671,CA100090,Benjamin,Harris,benjamin.harris771@gmail.com,5546868740,Parent,,Medium,Michelleton,VI,2025-05-19,515.42,Scholarship Fund
G200672,CA101623,James,Smith,james.smith33@hotmail.com,368-556-0669x926,Alumni,1998,Low,South Kimberly,NJ,2024-01-17,81.67,Annual Fund
G200673,CA100087,Chelsea,Henderson,chelsea.henderson742@yahoo.com,341.903.6971,Faculty/Staff,,Principal,Lake Zacharybury,VT,03-Apr-2026,41193.85,Annual Fund
G200674,CA101474,Tracey,Juarez,tracey.juarez12@yahoo.com,001-274-870-5311x05833,Friend,,Low,Spearsmouth,RI,12/20/2022,53.98,Annual Fund
G200675,CA100110,Amy,Lowe,amy.lowe549@hotmail.com,+1-749-973-3484x34437,Parent,,Medium,Annview,LA,2022-10-06,383.44,Athletics
G200676,CA100564,Ross,Thompson,ross.thompson454@hotmail.com,(386)364-6491,Alumni,2016,Medium,Lake Allenchester,CT,2023-02-19,399.32,
G200677,CA100714,Jonathan,Adkins,jonathan.adkins932@gmail.com,,Friend,,Low,North Dawn,NE,"November 19, 2024",95.36,Unrestricted
G200678,CA100246,Alexandra,Blankenship,alexandra.blankenship84@hotmail.com,(429)212-7990x88117,Alumni,2004,Low,Boydstad,VI,2023-08-15,97.4,Scholarship Fund
G200679,CA100900,Jillian,Ferguson,jillian.ferguson703@gmail.com,+1-576-492-0828,Faculty/Staff,,High,North William,PA,23-Jun-2024,6841.8,Unrestricted
G200680,CA101748,David,Johnson,david.johnson560@yahoo.com,271.586.0566,Faculty/Staff,,Low,Lake Maryfurt,MS,2024-10-03,88.05,Annual Fund
G200681,CA101206,Allen,Taylor,allen.taylor998@hotmail.com,282-423-8794,Faculty/Staff,,Principal,Taylorhaven,MI,2025-02-12,14020.92,Athletics
G200682,CA100537,Lindsey,Mullins,lindsey.mullins505@gmail.com,536.952.7172x722,Alumni,1976,Low,Lake Julian,ME,2022-11-17,105.73,Unrestricted
G200683,CA101292,Whitney,Wright,whitney.wright714@yahoo.com,866-623-2360x667,Friend,,Low,East Nathanport,OK,29-Mar-2026,133.71,Annual Fund
G200684,CA100523,Michael,GARCIA,michael.garcia93_at_yahoo.com,418.682.6170,Alumni,2011,Low,South Randall,ME,2024-03-01,108.89,Unrestricted
